,,,,,,50-70,,70-90,,90-110,,110-130,
ECG RR interval,BCG RR interval,,Mean interval,Difference,,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC
1.204,1.19,,1.197,0.014,,,,,,,,,
1.188,1.185,,1.1865,0.003,,,,,,,,,
1.166,1.15,,1.158,0.016,,,,,,,,,
1.168,1.15,,1.159,0.018,,,,,,,,,
1.108,1.1,,1.104,0.008,,,,,,,,,
1.068,1.07,,1.069,-0.002,,,,,,,,,
1.106,1.105,,1.1055,0.001,,,,,,,,,
1.128,1.105,,1.1165,0.023,,,,,,,,,
1.11,1.095,,1.1025,0.015,,,,,,,,,
1.108,1.105,,1.1065,0.003,,,,,,,,,
1.108,1.1,,1.104,0.008,,,,,,,,,
1.106,1.095,,1.1005,0.011,,,,,,,,,
1.07,1.07,,1.07,0,,,,,,,,,
1.104,1.095,,1.0995,0.009,,,,,,,,,
1.088,1.08,,1.084,0.008,,,,,,,,,
1.09,1.075,,1.0825,0.015,,,,,,,,,
1.11,1.095,,1.1025,0.015,,,,,,,,,
1.124,1.125,,1.1245,-0.001,,,,,,,,,
1.152,1.12,,1.136,0.032,,,,,,,,,
1.064,1.08,,1.072,-0.016,,,,,,,,,
1.16,1.13,,1.145,0.03,,,,,,,,,
1.158,1.13,,1.144,0.028,,,,,,,,,
1.158,1.15,,1.154,0.008,,,,,,,,,
1.162,1.135,,1.1485,0.027,,,,,,,,,
1.14,1.115,,1.1275,0.025,,,,,,,,,
1.12,1.095,,1.1075,0.025,,,,,,,,,
1.158,1.13,,1.144,0.028,,,,,,,,,
1.18,1.17,,1.175,0.01,,,,,,,,,
1.224,1.185,,1.2045,0.039,,,,,,,,,
1.18,1.165,,1.1725,0.015,,,,,,,,,
1.178,1.155,,1.1665,0.023,,,,,,,,,
1.162,1.145,,1.1535,0.017,,,,,,,,,
1.158,1.14,,1.149,0.018,,,,,,,,,
1.162,1.135,,1.1485,0.027,,,,,,,,,
1.118,1.1,,1.109,0.018,,,,,,,,,
1.162,1.12,,1.141,0.042,,,,,,,,,
1.158,1.14,,1.149,0.018,,,,,,,,,
1.14,1.115,,1.1275,0.025,,,,,,,,,
1.102,1.09,,1.096,0.012,,,,,,,,,
1.12,1.095,,1.1075,0.025,,,,,,,,,
1.098,1.09,,1.094,0.008,,,,,,,,,
1.04,1.02,,1.03,0.02,,,,,,,,,
0.982,0.96,,0.971,0.022,,,,,,,,,
0.956,0.945,,0.9505,0.011,,,,,,,,,
1.062,1.01,,1.036,0.052,,,,,,,,,
1,0.98,,0.99,0.02,,,,,,,,,
0.958,0.98,,0.969,-0.022,,,,,,,,,
0.982,0.955,,0.9685,0.027,,,,,,,,,
0.94,0.92,,0.93,0.02,,,,,,,,,
0.942,0.905,,0.9235,0.037,,,,,,,,,
0.918,0.915,,0.9165,0.003,,,,,,,,,
0.922,0.89,,0.906,0.032,,,,,,,,,
0.916,0.91,,0.913,0.006,,,,,,,,,
0.9,0.905,,0.9025,-0.005,,,,,,,,,
0.898,0.815,,0.8565,0.083,,,,,,,,,
0.902,0.92,,0.911,-0.018,,,,,,,,,
0.92,0.905,,0.9125,0.015,,,,,,,,,
0.94,0.955,,0.9475,-0.015,,,,,,,,,
0.918,0.925,,0.9215,-0.007,,,,,,,,,
0.942,0.925,,0.9335,0.017,,,,,,,,,
0.938,0.955,,0.9465,-0.017,,,,,,,,,
1,0.985,,0.9925,0.015,,,,,,,,,
0.98,1.005,,0.9925,-0.025,,,,,,,,,
1.022,1.01,,1.016,0.012,,,,,,,,,
1.06,1.035,,1.0475,0.025,,,,,,,,,
1.02,1.035,,1.0275,-0.015,,,,,,,,,
1.04,1.05,,1.045,-0.01,,,,,,,,,
1.04,1.035,,1.0375,0.005,,,,,,,,,
1.06,1.045,,1.0525,0.015,,,,,,,,,
1.058,1.07,,1.064,-0.012,,,,,,,,,
1.062,1.08,,1.071,-0.018,,,,,,,,,
1.062,1.04,,1.051,0.022,,,,,,,,,
1.078,1.09,,1.084,-0.012,,,,,,,,,
1.08,1.07,,1.075,0.01,,,,,,,,,
1.042,1.05,,1.046,-0.008,,,,,,,,,
1.078,1.065,,1.0715,0.013,,,,,,,,,
1.058,1.065,,1.0615,-0.007,,,,,,,,,
1.062,1.055,,1.0585,0.007,,,,,,,,,
1.06,1.055,,1.0575,0.005,,,,,,,,,
1.04,1.06,,1.05,-0.02,,,,,,,,,
1.02,1.025,,1.0225,-0.005,,,,,,,,,
1.08,1.07,,1.075,0.01,,,,,,,,,
1.082,1.08,,1.081,0.002,,,,,,,,,
1.136,1.11,,1.123,0.026,,,,,,,,,
1.018,1.025,,1.0215,-0.007,,,,,,,,,
1.098,1.04,,1.069,0.058,,,,,,,,,
1.08,1.07,,1.075,0.01,,,,,,,,,
1.102,1.09,,1.096,0.012,,,,,,,,,
1.08,1.05,,1.065,0.03,,,,,,,,,
1.102,1.08,,1.091,0.022,,,,,,,,,
1.098,1.08,,1.089,0.018,,,,,,,,,
1.14,1.1,,1.12,0.04,,,,,,,,,
1.102,1.095,,1.0985,0.007,,,,,,,,,
1.136,1.115,,1.1255,0.021,,,,,,,,,
1.162,1.135,,1.1485,0.027,,,,,,,,,
1.162,1.15,,1.156,0.012,,,,,,,,,
1.18,1.14,,1.16,0.04,,,,,,,,,
1.158,1.15,,1.154,0.008,,,,,,,,,
1.182,1.14,,1.161,0.042,,,,,,,,,
1.14,1.115,,1.1275,0.025,,,,,,,,,
1.098,1.1,,1.099,-0.002,,,,,,,,,
1.142,1.1,,1.121,0.042,,,,,,,,,
1.078,1.07,,1.074,0.008,,,,,,,,,
1.1,1.08,,1.09,0.02,,,,,,,,,
1.08,1.05,,1.065,0.03,,,,,,,,,
1.08,1.065,,1.0725,0.015,,,,,,,,,
1.082,1.06,,1.071,0.022,,,,,,,,,
1.096,1.085,,1.0905,0.011,,,,,,,,,
1.102,1.07,,1.086,0.032,,,,,,,,,
1.1,1.075,,1.0875,0.025,,,,,,,,,
1.08,1.075,,1.0775,0.005,,,,,,,,,
1.038,1.015,,1.0265,0.023,,,,,,,,,
1.042,0.995,,1.0185,0.047,,,,,,,,,
0.998,0.99,,0.994,0.008,,,,,,,,,
1.002,0.98,,0.991,0.022,,,,,,,,,
1.08,0.975,,1.0275,0.105,,,,,,,,,
1.102,1.08,,1.091,0.022,,,,,,,,,
1.118,1.1,,1.109,0.018,,,,,,,,,
1.162,1.145,,1.1535,0.017,,,,,,,,,
1.176,1.155,,1.1655,0.021,,,,,,,,,
1.164,1.145,,1.1545,0.019,,,,,,,,,
1.198,1.16,,1.179,0.038,,,,,,,,,
1.158,1.13,,1.144,0.028,,,,,,,,,
1.142,1.125,,1.1335,0.017,,,,,,,,,
1.16,1.14,,1.15,0.02,,,,,,,,,
1.142,1.115,,1.1285,0.027,,,,,,,,,
1.118,1.115,,1.1165,0.003,,,,,,,,,
1.118,1.09,,1.104,0.028,,,,,,,,,
1.082,1.065,,1.0735,0.017,,,,,,,,,
1.096,1.07,,1.083,0.026,,,,,,,,,
1.084,1.06,,1.072,0.024,,,,,,,,,
1.082,1.08,,1.081,0.002,,,,,,,,,
1.118,1.075,,1.0965,0.043,,,,,,,,,
1.1,1.09,,1.095,0.01,,,,,,,,,
1.1,1.075,,1.0875,0.025,,,,,,,,,
1.124,1.08,,1.102,0.044,,,,,,,,,
1.074,1.085,,1.0795,-0.011,,,,,,,,,
1.102,1.06,,1.081,0.042,,,,,,,,,
1.042,1.03,,1.036,0.012,,,,,,,,,
1.058,1.02,,1.039,0.038,,,,,,,,,
1.04,1.025,,1.0325,0.015,,,,,,,,,
1.002,0.995,,0.9985,0.007,,,,,,,,,
1.018,0.995,,1.0065,0.023,,,,,,,,,
1.042,1.01,,1.026,0.032,,,,,,,,,
1.036,1.035,,1.0355,0.001,,,,,,,,,
1.102,1.07,,1.086,0.032,,,,,,,,,
1.12,1.095,,1.1075,0.025,,,,,,,,,
1.12,1.075,,1.0975,0.045,,,,,,,,,
0.92,0.94,,0.93,-0.02,,,,,,,,,
1.058,1.03,,1.044,0.028,,,,,,,,,
1.058,1.05,,1.054,0.008,,,,,,,,,
1.082,1.045,,1.0635,0.037,,,,,,,,,
1.06,1.055,,1.0575,0.005,,,,,,,,,
1.102,1.065,,1.0835,0.037,,,,,,,,,
1.056,1.05,,1.053,0.006,,,,,,,,,
1.102,1.09,,1.096,0.012,,,,,,,,,
1.142,1.115,,1.1285,0.027,,,,,,,,,
1.098,1.08,,1.089,0.018,,,,,,,,,
1.102,1.075,,1.0885,0.027,,,,,,,,,
1.098,1.065,,1.0815,0.033,,,,,,,,,
1.098,1.085,,1.0915,0.013,,,,,,,,,
1.084,1.065,,1.0745,0.019,,,,,,,,,
1.078,1.06,,1.069,0.018,,,,,,,,,
1.078,1.04,,1.059,0.038,,,,,,,,,
1.062,1.04,,1.051,0.022,,,,,,,,,
0.998,0.995,,0.9965,0.003,,,,,,,,,
1.06,1.035,,1.0475,0.025,,,,,,,,,
1.1,1.07,,1.085,0.03,,,,,,,,,
1.104,1.07,,1.087,0.034,,,,,,,,,
1.078,1.065,,1.0715,0.013,,,,,,,,,
1.1,1.075,,1.0875,0.025,,,,,,,,,
1.08,1.07,,1.075,0.01,,,,,,,,,
1.018,1.005,,1.0115,0.013,,,,,,,,,
1.02,0.985,,1.0025,0.035,,,,,,,,,
1.002,0.975,,0.9885,0.027,,,,,,,,,
0.98,0.99,,0.985,-0.01,,,,,,,,,
1.002,0.98,,0.991,0.022,,,,,,,,,
1.038,1.005,,1.0215,0.033,,,,,,,,,
1.022,1.01,,1.016,0.012,,,,,,,,,
1.018,0.98,,0.999,0.038,,,,,,,,,
1.02,1,,1.01,0.02,,,,,,,,,
1.02,1.025,,1.0225,-0.005,,,,,,,,,
1.052,0.965,,1.0085,0.087,,,,,,,,,
1.05,1.03,,1.04,0.02,,,,,,,,,
1.094,1.055,,1.0745,0.039,,,,,,,,,
1.074,1.045,,1.0595,0.029,,,,,,,,,
1.092,1.05,,1.071,0.042,,,,,,,,,
1.074,1.05,,1.062,0.024,,,,,,,,,
1.076,1.035,,1.0555,0.041,,,,,,,,,
1.052,1.01,,1.031,0.042,,,,,,,,,
1.052,1.025,,1.0385,0.027,,,,,,,,,
1.05,1.025,,1.0375,0.025,,,,,,,,,
1.01,0.99,,1,0.02,,,,,,,,,
1.054,1.005,,1.0295,0.049,,,,,,,,,
0.992,0.98,,0.986,0.012,,,,,,,,,
1.01,0.97,,0.99,0.04,,,,,,,,,
1.076,1.025,,1.0505,0.051,,,,,,,,,
1.048,1.03,,1.039,0.018,,,,,,,,,
1.076,1.025,,1.0505,0.051,,,,,,,,,
1.032,1,,1.016,0.032,,,,,,,,,
1.032,1.02,,1.026,0.012,,,,,,,,,
1.032,0.985,,1.0085,0.047,,,,,,,,,
0.99,0.955,,0.9725,0.035,,,,,,,,,
1.012,0.97,,0.991,0.042,,,,,,,,,
1.03,1.015,,1.0225,0.015,,,,,,,,,
1.014,0.99,,1.002,0.024,,,,,,,,,
1.05,1.025,,1.0375,0.025,,,,,,,,,
1.072,1.02,,1.046,0.052,,,,,,,,,
1.012,1,,1.006,0.012,,,,,,,,,
1.01,0.97,,0.99,0.04,,,,,,,,,
1.008,0.99,,0.999,0.018,,,,,,,,,
1.056,1.02,,1.038,0.036,,,,,,,,,
1,0.985,,0.9925,0.015,,,,,,,,,
0.984,1,,0.992,-0.016,,,,,,,,,
1.002,1,,1.001,0.002,,,,,,,,,
1.042,1.03,,1.036,0.012,,,,,,,,,
1.1,1.08,,1.09,0.02,,,,,,,,,
1.064,1.075,,1.0695,-0.011,,,,,,,,,
1.06,1.06,,1.06,0,,,,,,,,,
1.084,1.065,,1.0745,0.019,,,,,,,,,
1.042,1.05,,1.046,-0.008,,,,,,,,,
1.084,1.07,,1.077,0.014,,,,,,,,,
1.078,1.09,,1.084,-0.012,,,,,,,,,
1.12,1.11,,1.115,0.01,,,,,,,,,
1.086,1.065,,1.0755,0.021,,,,,,,,,
1.06,1.06,,1.06,0,,,,,,,,,
1.04,1.04,,1.04,0,,,,,,,,,
1.002,1.015,,1.0085,-0.013,,,,,,,,,
0.984,0.985,,0.9845,-0.001,,,,,,,,,
0.966,0.945,,0.9555,0.021,,,,,,,,,
0.884,0.895,,0.8895,-0.011,,,,,,,,,
0.884,0.88,,0.882,0.004,,,,,,,,,
0.886,0.885,,0.8855,0.001,,,,,,,,,
0.882,0.885,,0.8835,-0.003,,,,,,,,,
0.884,0.875,,0.8795,0.009,,,,,,,,,
0.884,0.89,,0.887,-0.006,,,,,,,,,
0.904,0.895,,0.8995,0.009,,,,,,,,,
0.904,0.895,,0.8995,0.009,,,,,,,,,
0.906,0.915,,0.9105,-0.009,,,,,,,,,
0.962,0.94,,0.951,0.022,,,,,,,,,
0.926,0.945,,0.9355,-0.019,,,,,,,,,
0.962,0.955,,0.9585,0.007,,,,,,,,,
0.984,0.985,,0.9845,-0.001,,,,,,,,,
1.02,1.01,,1.015,0.01,,,,,,,,,
0.986,0.98,,0.983,0.006,,,,,,,,,
1.002,0.995,,0.9985,0.007,,,,,,,,,
0.982,0.985,,0.9835,-0.003,,,,,,,,,
1.002,1.03,,1.016,-0.028,,,,,,,,,
1.036,1.015,,1.0255,0.021,,,,,,,,,
0.962,0.96,,0.961,0.002,,,,,,,,,
0.918,0.925,,0.9215,-0.007,,,,,,,,,
0.922,0.91,,0.916,0.012,,,,,,,,,
0.94,0.95,,0.945,-0.01,,,,,,,,,
0.96,0.965,,0.9625,-0.005,,,,,,,,,
0.98,0.995,,0.9875,-0.015,,,,,,,,,
1.08,1.045,,1.0625,0.035,,,,,,,,,
1.08,1.075,,1.0775,0.005,,,,,,,,,
1.04,1.055,,1.0475,-0.015,,,,,,,,,
1.04,1.035,,1.0375,0.005,,,,,,,,,
1.042,1.04,,1.041,0.002,,,,,,,,,
1.018,1.035,,1.0265,-0.017,,,,,,,,,
1.02,1.02,,1.02,0,,,,,,,,,
1.022,1.02,,1.021,0.002,,,,,,,,,
1.036,1.025,,1.0305,0.011,,,,,,,,,
1.042,1.03,,1.036,0.012,,,,,,,,,
1.038,1.055,,1.0465,-0.017,,,,,,,,,
1.102,1.08,,1.091,0.022,,,,,,,,,
1.1,1.11,,1.105,-0.01,,,,,,,,,
1.102,1.095,,1.0985,0.007,,,,,,,,,
1.096,1.105,,1.1005,-0.009,,,,,,,,,
1.1,1.115,,1.1075,-0.015,,,,,,,,,
1.122,1.11,,1.116,0.012,,,,,,,,,
1.14,1.135,,1.1375,0.005,,,,,,,,,
1.122,1.135,,1.1285,-0.013,,,,,,,,,
1.118,1.115,,1.1165,0.003,,,,,,,,,
1.14,1.14,,1.14,0,,,,,,,,,
1.036,1.055,,1.0455,-0.019,,,,,,,,,
0.984,0.97,,0.977,0.014,,,,,,,,,
1.02,1.005,,1.0125,0.015,,,,,,,,,
1.018,1.03,,1.024,-0.012,,,,,,,,,
1.062,1.05,,1.056,0.012,,,,,,,,,
1.086,1.02,,1.053,0.066,,,,,,,,,
1.146,1.12,,1.133,0.026,,,,,,,,,
1.112,1.115,,1.1135,-0.003,,,,,,,,,
1.16,1.145,,1.1525,0.015,,,,,,,,,
1.148,1.155,,1.1515,-0.007,,,,,,,,,
1.182,1.14,,1.161,0.042,,,,,,,,,
1.09,1.095,,1.0925,-0.005,,,,,,,,,
1.084,1.075,,1.0795,0.009,,,,,,,,,
1.026,1.035,,1.0305,-0.009,,,,,,,,,
1.008,0.99,,0.999,0.018,,,,,,,,,
0.97,0.97,,0.97,0,,,,,,,,,
1.046,1.03,,1.038,0.016,,,,,,,,,
1.068,1.055,,1.0615,0.013,,,,,,,,,
1.104,1.085,,1.0945,0.019,,,,,,,,,
1.108,1.12,,1.114,-0.012,,,,,,,,,
1.206,1.18,,1.193,0.026,,,,,,,,,
1.182,1.18,,1.181,0.002,,,,,,,,,
1.146,1.135,,1.1405,0.011,,,,,,,,,
1.124,1.13,,1.127,-0.006,,,,,,,,,
1.11,1.11,,1.11,0,,,,,,,,,
1.102,1.075,,1.0885,0.027,,,,,,,,,
1.088,1.075,,1.0815,0.013,,,,,,,,,
1.068,1.08,,1.074,-0.012,,,,,,,,,
1.144,1.125,,1.1345,0.019,,,,,,,,,
1.11,1.105,,1.1075,0.005,,,,,,,,,
1.16,1.145,,1.1525,0.015,,,,,,,,,
1.148,1.155,,1.1515,-0.007,,,,,,,,,
1.146,1.12,,1.133,0.026,,,,,,,,,
1.146,1.135,,1.1405,0.011,,,,,,,,,
1.13,1.135,,1.1325,-0.005,,,,,,,,,
1.102,1.1,,1.101,0.002,,,,,,,,,
1.106,1.09,,1.098,0.016,,,,,,,,,
1.106,1.1,,1.103,0.006,,,,,,,,,
1.16,1.115,,1.1375,0.045,,,,,,,,,
1.12,1.095,,1.1075,0.025,,,,,,,,,
1.08,1.05,,1.065,0.03,,,,,,,,,
1.062,1.04,,1.051,0.022,,,,,,,,,
1.036,1.025,,1.0305,0.011,,,,,,,,,
1,0.985,,0.9925,0.015,,,,,,,,,
1.02,0.99,,1.005,0.03,,,,,,,,,
1.044,1.02,,1.032,0.024,,,,,,,,,
1.118,1.09,,1.104,0.028,,,,,,,,,
1.122,1.115,,1.1185,0.007,,,,,,,,,
1.136,1.115,,1.1255,0.021,,,,,,,,,
1.182,1.15,,1.166,0.032,,,,,,,,,
1.16,1.145,,1.1525,0.015,,,,,,,,,
1.18,1.145,,1.1625,0.035,,,,,,,,,
1.162,1.145,,1.1535,0.017,,,,,,,,,
1.118,1.1,,1.109,0.018,,,,,,,,,
1.098,1.065,,1.0815,0.033,,,,,,,,,
1.104,1.1,,1.102,0.004,,,,,,,,,
1.158,1.13,,1.144,0.028,,,,,,,,,
1.18,1.155,,1.1675,0.025,,,,,,,,,
1.2,1.165,,1.1825,0.035,,,,,,,,,
1.2,1.175,,1.1875,0.025,,,,,,,,,
1.202,1.18,,1.191,0.022,,,,,,,,,
1.178,1.17,,1.174,0.008,,,,,,,,,
1.142,1.1,,1.121,0.042,,,,,,,,,
1.118,1.11,,1.114,0.008,,,,,,,,,
1.136,1.105,,1.1205,0.031,,,,,,,,,
1.104,1.1,,1.102,0.004,,,,,,,,,
1.14,1.1,,1.12,0.04,,,,,,,,,
1.18,1.16,,1.17,0.02,,,,,,,,,
1.2,1.17,,1.185,0.03,,,,,,,,,
1.12,1.14,,1.13,-0.02,,,,,,,,,
1.238,1.185,,1.2115,0.053,,,,,,,,,
1.202,1.19,,1.196,0.012,,,,,,,,,
1.058,1.035,,1.0465,0.023,,,,,,,,,
1.02,1.02,,1.02,0,,,,,,,,,
0.98,0.965,,0.9725,0.015,,,,,,,,,
0.96,0.97,,0.965,-0.01,,,,,,,,,
0.94,0.945,,0.9425,-0.005,,,,,,,,,
0.918,0.92,,0.919,-0.002,,,,,,,,,
0.942,0.925,,0.9335,0.017,,,,,,,,,
0.94,0.95,,0.945,-0.01,,,,,,,,,
1.002,1.005,,1.0035,-0.003,,,,,,,,,
1.038,1.035,,1.0365,0.003,,,,,,,,,
1.04,1.035,,1.0375,0.005,,,,,,,,,
1.078,1.075,,1.0765,0.003,,,,,,,,,
1.06,1.075,,1.0675,-0.015,,,,,,,,,
1.08,1.065,,1.0725,0.015,,,,,,,,,
1.062,1.07,,1.066,-0.008,,,,,,,,,
1.02,1.025,,1.0225,-0.005,,,,,,,,,
1.02,1.005,,1.0125,0.015,,,,,,,,,
1.022,1.02,,1.021,0.002,,,,,,,,,
1.04,1.05,,1.045,-0.01,,,,,,,,,
1.078,1.08,,1.079,-0.002,,,,,,,,,
1.098,1.09,,1.094,0.008,,,,,,,,,
1.104,1.1,,1.102,0.004,,,,,,,,,
1.098,1.1,,1.099,-0.002,,,,,,,,,
1.078,1.09,,1.084,-0.012,,,,,,,,,
1.044,1.02,,1.032,0.024,,,,,,,,,
1.018,1.04,,1.029,-0.022,,,,,,,,,
1.038,1.025,,1.0315,0.013,,,,,,,,,
1.002,1.025,,1.0135,-0.023,,,,,,,,,
1.042,1.02,,1.031,0.022,,,,,,,,,
1.078,1.08,,1.079,-0.002,,,,,,,,,
1.098,1.095,,1.0965,0.003,,,,,,,,,
1.062,1.06,,1.061,0.002,,,,,,,,,
1.1,1.1,,1.1,0,,,,,,,,,
1.1,1.115,,1.1075,-0.015,,,,,,,,,
1,0.995,,0.9975,0.005,,,,,,,,,
1.022,1.01,,1.016,0.012,,,,,,,,,
1.04,1.035,,1.0375,0.005,,,,,,,,,
1.04,1.045,,1.0425,-0.005,,,,,,,,,
1.018,1.03,,1.024,-0.012,,,,,,,,,
1.02,1.02,,1.02,0,,,,,,,,,
1.018,1.01,,1.014,0.008,,,,,,,,,
0.962,0.97,,0.966,-0.008,,,,,,,,,
0.96,0.96,,0.96,0,,,,,,,,,
0.96,0.955,,0.9575,0.005,,,,,,,,,
0.942,0.925,,0.9335,0.017,,,,,,,,,
0.878,0.905,,0.8915,-0.027,,,,,,,,,
0.92,0.92,,0.92,0,,,,,,,,,
0.96,0.945,,0.9525,0.015,,,,,,,,,
0.94,0.955,,0.9475,-0.015,,,,,,,,,
0.938,0.935,,0.9365,0.003,,,,,,,,,
0.962,0.96,,0.961,0.002,,,,,,,,,
1.018,1.015,,1.0165,0.003,,,,,,,,,
1.044,1.045,,1.0445,-0.001,,,,,,,,,
1.078,1.075,,1.0765,0.003,,,,,,,,,
1.04,1.035,,1.0375,0.005,,,,,,,,,
1.02,1.035,,1.0275,-0.015,,,,,,,,,
1.02,1.015,,1.0175,0.005,,,,,,,,,
0.998,0.995,,0.9965,0.003,,,,,,,,,
1,1,,1,0,,,,,,,,,
1.002,1.005,,1.0035,-0.003,,,,,,,,,
1.022,1.02,,1.021,0.002,,,,,,,,,
1.018,1.025,,1.0215,-0.007,,,,,,,,,
1,0.99,,0.995,0.01,,,,,,,,,
1,1,,1,0,,,,,,,,,
0.998,1.02,,1.009,-0.022,,,,,,,,,
1,0.98,,0.99,0.02,,,,,,,,,
0.944,0.945,,0.9445,-0.001,,,,,,,,,
0.958,0.95,,0.954,0.008,,,,,,,,,
0.958,0.985,,0.9715,-0.027,,,,,,,,,
0.84,0.825,,0.8325,0.015,,,,,,,,,
0.882,0.845,,0.8635,0.037,,,,,,,,,
0.88,0.87,,0.875,0.01,,,,,,,,,
0.918,0.89,,0.904,0.028,,,,,,,,,
0.864,0.86,,0.862,0.004,,,,,,,,,
0.876,0.855,,0.8655,0.021,,,,,,,,,
0.882,0.855,,0.8685,0.027,,,,,,,,,
0.862,0.865,,0.8635,-0.003,,,,,,,,,
0.918,0.885,,0.9015,0.033,,,,,,,,,
0.92,0.915,,0.9175,0.005,,,,,,,,,
0.92,0.895,,0.9075,0.025,,,,,,,,,
0.92,0.91,,0.915,0.01,,,,,,,,,
0.94,0.915,,0.9275,0.025,,,,,,,,,
0.942,0.91,,0.926,0.032,,,,,,,,,
0.898,0.885,,0.8915,0.013,,,,,,,,,
0.86,0.845,,0.8525,0.015,,,,,,,,,
0.862,0.85,,0.856,0.012,,,,,,,,,
0.88,0.865,,0.8725,0.015,,,,,,,,,
0.898,0.865,,0.8815,0.033,,,,,,,,,
0.86,0.855,,0.8575,0.005,,,,,,,,,
0.878,0.86,,0.869,0.018,,,,,,,,,
0.862,0.835,,0.8485,0.027,,,,,,,,,
0.818,0.825,,0.8215,-0.007,,,,,,,,,
0.86,0.83,,0.845,0.03,,,,,,,,,
0.86,0.84,,0.85,0.02,,,,,,,,,
0.842,0.835,,0.8385,0.007,,,,,,,,,
0.84,0.82,,0.83,0.02,,,,,,,,,
0.84,0.815,,0.8275,0.025,,,,,,,,,
0.84,0.83,,0.835,0.01,,,,,,,,,
0.82,0.795,,0.8075,0.025,,,,,,,,,
0.8,0.805,,0.8025,-0.005,,,,,,,,,
0.842,0.805,,0.8235,0.037,,,,,,,,,
0.818,0.815,,0.8165,0.003,,,,,,,,,
0.82,0.81,,0.815,0.01,,,,,,,,,
0.942,0.895,,0.9185,0.047,,,,,,,,,
0.86,0.835,,0.8475,0.025,,,,,,,,,
0.878,0.86,,0.869,0.018,,,,,,,,,
0.864,0.855,,0.8595,0.009,,,,,,,,,
0.876,0.865,,0.8705,0.011,,,,,,,,,
0.884,0.855,,0.8695,0.029,,,,,,,,,
0.896,0.87,,0.883,0.026,,,,,,,,,
0.902,0.895,,0.8985,0.007,,,,,,,,,
0.902,0.885,,0.8935,0.017,,,,,,,,,
0.918,0.89,,0.904,0.028,,,,,,,,,
0.9,0.885,,0.8925,0.015,,,,,,,,,
0.9,0.875,,0.8875,0.025,,,,,,,,,
0.898,0.895,,0.8965,0.003,,,,,,,,,
0.9,0.885,,0.8925,0.015,,,,,,,,,
0.902,0.88,,0.891,0.022,,,,,,,,,
0.86,0.845,,0.8525,0.015,,,,,,,,,
0.86,0.84,,0.85,0.02,,,,,,,,,
0.838,0.82,,0.829,0.018,,,,,,,,,
0.782,0.78,,0.781,0.002,,,,,,,,,
0.82,0.8,,0.81,0.02,,,,,,,,,
0.88,0.855,,0.8675,0.025,,,,,,,,,
0.88,0.875,,0.8775,0.005,,,,,,,,,
0.898,0.87,,0.884,0.028,,,,,,,,,
0.924,0.905,,0.9145,0.019,,,,,,,,,
0.916,0.91,,0.913,0.006,,,,,,,,,
0.922,0.895,,0.9085,0.027,,,,,,,,,
0.918,0.905,,0.9115,0.013,,,,,,,,,
0.924,0.885,,0.9045,0.039,,,,,,,,,
0.876,0.89,,0.883,-0.014,,,,,,,,,
0.902,0.87,,0.886,0.032,,,,,,,,,
0.902,0.885,,0.8935,0.017,,,,,,,,,
0.94,0.92,,0.93,0.02,,,,,,,,,
0.978,0.96,,0.969,0.018,,,,,,,,,
0.98,0.945,,0.9625,0.035,,,,,,,,,
1,0.995,,0.9975,0.005,,,,,,,,,
1,0.96,,0.98,0.04,,,,,,,,,
0.992,0.895,,0.9435,0.097,,,,,,,,,
1.034,0.985,,1.0095,0.049,,,,,,,,,
1.014,0.985,,0.9995,0.029,,,,,,,,,
0.99,0.98,,0.985,0.01,,,,,,,,,
0.996,0.945,,0.9705,0.051,,,,,,,,,
0.99,0.955,,0.9725,0.035,,,,,,,,,
0.998,0.97,,0.984,0.028,,,,,,,,,
0.97,0.95,,0.96,0.02,,,,,,,,,
1.032,0.975,,1.0035,0.057,,,,,,,,,
0.996,0.97,,0.983,0.026,,,,,,,,,
0.992,0.965,,0.9785,0.027,,,,,,,,,
1.014,0.97,,0.992,0.044,,,,,,,,,
0.992,0.98,,0.986,0.012,,,,,,,,,
0.996,0.955,,0.9755,0.041,,,,,,,,,
0.988,0.96,,0.974,0.028,,,,,,,,,
0.992,0.955,,0.9735,0.037,,,,,,,,,
0.974,0.94,,0.957,0.034,,,,,,,,,
0.954,0.915,,0.9345,0.039,,,,,,,,,
0.95,0.935,,0.9425,0.015,,,,,,,,,
0.972,0.925,,0.9485,0.047,,,,,,,,,
0.952,0.92,,0.936,0.032,,,,,,,,,
0.974,0.94,,0.957,0.034,,,,,,,,,
0.99,0.955,,0.9725,0.035,,,,,,,,,
1.014,0.995,,1.0045,0.019,,,,,,,,,
0.992,0.955,,0.9735,0.037,,,,,,,,,
0.992,0.965,,0.9785,0.027,,,,,,,,,
0.992,0.95,,0.971,0.042,,,,,,,,,
0.952,0.93,,0.941,0.022,,,,,,,,,
0.972,0.925,,0.9485,0.047,,,,,,,,,
0.952,0.935,,0.9435,0.017,,,,,,,,,
0.954,0.925,,0.9395,0.029,,,,,,,,,
0.926,0.895,,0.9105,0.031,,,,,,,,,
0.932,0.88,,0.906,0.052,,,,,,,,,
0.868,0.875,,0.8715,-0.007,,,,,,,,,
0.91,0.85,,0.88,0.06,,,,,,,,,
0.904,0.825,,0.8645,0.079,,,,,,,,,
